entity_key,display_name,n_txn,exposure,n_flagged,has_tier1,n_ids
THOMAS EDWARD CHABIN,THOMAS EDWARD CHABIN,2,256778,0,0,1
LITTLEFIELD UNIFIED SCHOOL DIST NO 9,LITTLEFIELD UNIFIED SCHOOL DIST NO 9,2,256769,0,0,1
SKOUSEN GULBRANDSEN & PATIENCE PLC,SKOUSEN GULBRANDSEN & PATIENCE PLC,1,256101,1,0,1
TORTOLITA HEALTHCARE INCORPORATED,TORTOLITA HEALTHCARE INCORPORATED,2,256000,2,0,1
NIDA BEHAVIORAL HEALTH,NIDA BEHAVIORAL HEALTH,2,255821,0,0,1
BELLAS CARE LLC,BELLAS CARE LLC,2,255511,0,0,1
TRUST ACCOUNT OF FRAZER RYAN GOLDBERG & ARNOLD LLP,TRUST ACCOUNT OF FRAZER RYAN GOLDBERG & ARNOLD LLP,1,255341,1,0,1
STANDARD AND POORS LLC,STANDARD AND POORS LLC,2,255250,1,0,1
PFVT MOTORS INC,PFVT MOTORS INC,2,255065,0,0,1
"MOBILE CONCEPTS TECHNOLOGY, LLC","MOBILE CONCEPTS TECHNOLOGY, LLC",2,255045,0,0,0
"MARANA UNIFIED S.D. #6","MARANA UNIFIED S.D. #6",1,255002,0,0,1
"BLE COMPOUND\, INC.","BLE COMPOUND\, INC.",1,255000,1,0,1
CGD TEMPE LP,CGD TEMPE LP,2,254864,0,0,1
GTECH CORP,GTECH CORP,1,254811,0,0,0
DICKENS QUALITY DEMOLITION LLC,DICKENS QUALITY DEMOLITION LLC,2,254799,0,0,1
BUCKSKIN FIRE DEPARTMENT,BUCKSKIN FIRE DEPARTMENT,2,254679,0,0,1
PUMP OUT USA INC,PUMP OUT USA INC,2,254547,0,0,1
MT LEMMON DOMESTIC WATER IMPROVEMENT DISTRICT,MT LEMMON DOMESTIC WATER IMPROVEMENT DISTRICT,2,254380,0,0,1
MOUNTAIN SCHOOL INC,MOUNTAIN SCHOOL INC,1,253936,0,0,1
ESTRELLA EDUCATIONAL FOUNDATION,ESTRELLA EDUCATIONAL FOUNDATION,1,253835,0,0,1
PINEDALE ESTATES DWID,PINEDALE ESTATES DWID,2,253575,0,0,1
MERCURY PARTNERS LP,MERCURY PARTNERS LP,1,253431,1,0,1
DEL WEBB HOME CONSTRUCTION INC,DEL WEBB HOME CONSTRUCTION INC,1,253431,1,0,1
TUCSON AUDUBON SOCIETY,TUCSON AUDUBON SOCIETY,2,253186,0,0,1
"GRANICUS\, INC.","GRANICUS\, INC.",1,253094,1,0,1
COCHISE COMMUNITY COLLEGE DISTRICT,COCHISE COMMUNITY COLLEGE DISTRICT,2,252696,0,0,1
MEDICAL REVIEW INSTITUTE OF AMERICA,MEDICAL REVIEW INSTITUTE OF AMERICA,2,252460,2,0,1
THE FOSTER GROUP PLLC,THE FOSTER GROUP PLLC,1,252090,1,0,0
GLAXOSMITHKLINE HOLDINGS AMERICAS INC & SUBS,GLAXOSMITHKLINE HOLDINGS AMERICAS INC & SUBS,1,252044,0,0,1
SHONTO GOVERNING BOARD OF EDUCATION,SHONTO GOVERNING BOARD OF EDUCATION,2,252037,0,0,1
AMERICAN CONSERVATION EXPERIENCE,AMERICAN CONSERVATION EXPERIENCE,2,252033,0,0,1
HIEN TRONG MA,HIEN TRONG MA,1,251910,1,0,1
360 SURVEILLANCE,360 SURVEILLANCE,2,251170,1,0,1
"L-3 COMMUNICATIONS EO/IR, INC.","L-3 COMMUNICATIONS EO/IR, INC.",1,250750,1,0,1
BSI HOLDINGS LLC,BSI HOLDINGS LLC,1,250000,1,0,1
MARTY CORTEZ AS PERSONAL REPRESENTATIVE OF THE ESTATE,MARTY CORTEZ AS PERSONAL REPRESENTATIVE OF THE ESTATE,1,250000,1,0,1
GLAZER HAMMOND RUBEN & SMETS PLLC,GLAZER HAMMOND RUBEN & SMETS PLLC,1,250000,0,0,1
SUN CORRIDOR TRAIL ALLIANCE,SUN CORRIDOR TRAIL ALLIANCE,1,250000,0,0,1
THE LAW OFFICE OF LYNN ERIC GOAR PC,THE LAW OFFICE OF LYNN ERIC GOAR PC,1,250000,0,0,1
BALLET ARTS FOUNDATION,BALLET ARTS FOUNDATION,1,250000,0,0,1
GILLETTE BLACKHURST PLC,GILLETTE BLACKHURST PLC,1,250000,1,0,1
LYDIA MANYGOATS AND BARBER & BORG LLC,LYDIA MANYGOATS AND BARBER & BORG LLC,1,250000,1,0,1
HARRISON & MIKENNA ROGERS AND,HARRISON & MIKENNA ROGERS AND,2,250000,2,0,1
"SEMPLE, MARCHAL & COOPER, LLP","SEMPLE, MARCHAL & COOPER, LLP",1,250000,1,0,0
HUSHABYE NURSERY,HUSHABYE NURSERY,1,250000,0,0,1
JOEL HUBER,JOEL HUBER,1,250000,1,0,1
PREMA AND LINCOLN SHEPHERD WIFE AND HUSBAND,PREMA AND LINCOLN SHEPHERD WIFE AND HUSBAND,1,250000,0,0,1
LOUIS RAGGIO III AS CONSERVATOR ON BEHALF OF,LOUIS RAGGIO III AS CONSERVATOR ON BEHALF OF,1,250000,1,0,1
SAGUARO WATER COMPANY,SAGUARO WATER COMPANY,1,250000,0,0,1
WHITE MOUNTAIN WILDLIFE AND NATURE CENTER INC,WHITE MOUNTAIN WILDLIFE AND NATURE CENTER INC,1,250000,0,0,1
SHELBY KINCAID AND TREON & SHOOK PLLC,SHELBY KINCAID AND TREON & SHOOK PLLC,1,250000,1,0,1
FULLCIRCLE PROGRAM INC,FULLCIRCLE PROGRAM INC,1,250000,0,0,1
BRANDON B RAFI,BRANDON B RAFI,1,250000,0,0,1
COBRE VALLEY YOUTH CLUB,COBRE VALLEY YOUTH CLUB,1,250000,0,0,1
"RADIX PROFESSIONAL SERVICES, LLC","RADIX PROFESSIONAL SERVICES, LLC",1,250000,0,0,1
KAZI SYED ASRA MAHMOOD AND VIPER LAW GROUP,KAZI SYED ASRA MAHMOOD AND VIPER LAW GROUP,1,250000,1,0,1
LAW OFFICE OF CHRISTOPHER J CURRAN PC,LAW OFFICE OF CHRISTOPHER J CURRAN PC,1,250000,1,0,1
CAMPGROUND VIEWS INC,CAMPGROUND VIEWS INC,1,250000,0,0,1
GRAHAM COUNTY SUBSTANCE ABUSE COALITION,GRAHAM COUNTY SUBSTANCE ABUSE COALITION,1,250000,0,0,1
JACOBS HOPE INC,JACOBS HOPE INC,1,250000,0,0,1
CHEVRON USA INC,CHEVRON USA INC,1,250000,0,0,0
ROBERT FLEMING SAMANTHA OVIEDO ALEXIS,ROBERT FLEMING SAMANTHA OVIEDO ALEXIS,1,250000,1,0,1
"R ENTERTAINMENT COMPANY, LLC.","R ENTERTAINMENT COMPANY, LLC.",2,250000,0,0,1
NATIVE COMMUNITY CAPITAL,NATIVE COMMUNITY CAPITAL,1,250000,1,0,1
JACOB LITIGATION INC,JACOB LITIGATION INC,1,249999,1,0,0
WILSON LEIGH & ASSOCIATES,WILSON LEIGH & ASSOCIATES,1,249980,0,0,1
GOLDMAN RANCH HOA,GOLDMAN RANCH HOA,1,249900,1,0,1
LYNNE & ADAM PENCE INDIVIDUALLY & ROBERT FLEMING,LYNNE & ADAM PENCE INDIVIDUALLY & ROBERT FLEMING,1,249900,1,0,0
ARNOLD MACHINERY CO,ARNOLD MACHINERY CO,2,249758,2,0,1
COPE COMMUNITY SERVICES INC,COPE COMMUNITY SERVICES INC,1,249656,0,0,1
THREE POINTS FIRE DISTRICT,THREE POINTS FIRE DISTRICT,1,249496,0,0,1
"KINDERTOTS, INC","KINDERTOTS, INC",2,249445,0,0,1
REVAMP WELLNESS CENTER,REVAMP WELLNESS CENTER,1,248747,0,0,1
KUTAK ROCK,KUTAK ROCK,2,248709,2,0,1
"ZAREPHATH\, INC","ZAREPHATH\, INC",2,248368,0,0,1
FLW & PIMA PLAZA LLC,FLW & PIMA PLAZA LLC,1,248238,1,0,1
IHS INSCRIPTION-HLTH CTR,IHS INSCRIPTION-HLTH CTR,2,248001,0,0,1
CLASSIC ROOFING LLC,CLASSIC ROOFING LLC,1,247581,0,0,1
PDQ SYSTEMS INC,PDQ SYSTEMS INC,2,247246,2,0,1
LIFTING SPIRITS INC,LIFTING SPIRITS INC,2,247236,0,0,1
TECAN US INC,TECAN US INC,1,247235,1,0,1
THE DREAM INSTITUTE,THE DREAM INSTITUTE,1,247105,0,0,1
YAVAPAI APACHE NATION,YAVAPAI APACHE NATION,1,247066,1,0,1
COMPLETE BOOK & MEDIA SUPPLY INC,COMPLETE BOOK & MEDIA SUPPLY INC,1,247049,0,0,1
JAMIE RYAN AND LAW OFFICE OF GYLNN W GILCREASE JR,JAMIE RYAN AND LAW OFFICE OF GYLNN W GILCREASE JR,1,247000,1,0,1
RUNBECK ELECTION SERVICES INC,RUNBECK ELECTION SERVICES INC,2,246375,2,0,1
KIKSTART INC,KIKSTART INC,2,246295,0,0,1
ECOCULTURE,ECOCULTURE,1,246163,0,0,1
JOVOS INC,JOVOS INC,2,246000,2,0,1
KEIST THURSTON OBRIEN PC,KEIST THURSTON OBRIEN PC,1,245000,1,0,1
DHHS IHS PHOENIX AREA,DHHS IHS PHOENIX AREA,2,244879,0,0,1
YUMA CROSSING NATIONAL HERITAGE AREA,YUMA CROSSING NATIONAL HERITAGE AREA,2,244460,0,0,1
ACADEMY OF BUILDING INDUSTRIES INC,ACADEMY OF BUILDING INDUSTRIES INC,2,243893,0,0,1
CLAY SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT,CLAY SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT,2,243626,0,0,1
SUPERIOR SUPPLY INC,SUPERIOR SUPPLY INC,2,243201,0,0,1
LIBERTY FUEL LLC,LIBERTY FUEL LLC,1,243151,1,0,1
"CROP PRODUCTION SERVICES, INC.","CROP PRODUCTION SERVICES, INC.",2,243032,0,0,1
RITOCH POWELL ASSOCIATES,RITOCH POWELL ASSOCIATES,2,242915,1,0,1
PACIFIC LIFE INSURANCE COMPANY,PACIFIC LIFE INSURANCE COMPANY,2,242903,2,0,1
STINSON LEONARD STREET LLP,STINSON LEONARD STREET LLP,2,242776,1,0,1
SKYLINE GILA RIVER SCHOOLS LLC,SKYLINE GILA RIVER SCHOOLS LLC,2,242744,0,0,1
LEUPP INDIAN HEALTH CARE,LEUPP INDIAN HEALTH CARE,2,242427,0,0,0
GREENBERG TRAURIG,GREENBERG TRAURIG,2,242423,0,0,0
PHOENIX CHILDRENS HOSPITAL,PHOENIX CHILDRENS HOSPITAL,2,242262,0,0,1
DUNCAN UNIFIED SCHOOL DIST NO 2,DUNCAN UNIFIED SCHOOL DIST NO 2,2,242222,0,0,1
RMUS LLC,RMUS LLC,1,241920,1,0,1
THE ACCOMAZZO COMPANY,THE ACCOMAZZO COMPANY,2,241351,2,0,1
PERMITIUM LLC,PERMITIUM LLC,2,241220,2,0,1
THE CABLE GUY,THE CABLE GUY,2,241199,2,0,1
"KATHERINE CHRISTENSEN & ASSOCIATES, INC","KATHERINE CHRISTENSEN & ASSOCIATES, INC",2,241000,2,0,1
PHOENIX NEWSPAPERS INC,PHOENIX NEWSPAPERS INC,1,240802,0,0,1
ZION INSTITUTE,ZION INSTITUTE,2,240654,0,0,1
KOWALSKI CONSTRUCTION INC,KOWALSKI CONSTRUCTION INC,1,240597,0,0,1
SCHOLARS ACADEMY SUNNYSLOPE,SCHOLARS ACADEMY SUNNYSLOPE,2,240570,0,0,1
SUMMIT FIRE DISTRICT,SUMMIT FIRE DISTRICT,1,240381,0,0,1
SELF DEVELOPMENT EASTMARK ACADEMY,SELF DEVELOPMENT EASTMARK ACADEMY,1,240253,0,0,1
LOOKOUT MOUNTAIN HEALTHCARE INC,LOOKOUT MOUNTAIN HEALTHCARE INC,2,240250,2,0,1
"COMPOUND TOURING, INC.","COMPOUND TOURING, INC.",1,240000,0,0,1
LEWIS B MOORE III PLLC,LEWIS B MOORE III PLLC,1,240000,0,0,1
STRUCTURED ASSIGNMENTS SCC,STRUCTURED ASSIGNMENTS SCC,1,240000,1,0,1
LEWIS LAW FIRM PLC,LEWIS LAW FIRM PLC,1,240000,0,0,0
"B&R ENTERPRISES, INC.","B&R ENTERPRISES, INC.",2,240000,2,0,1
ABRA WATER COMPANY INC,ABRA WATER COMPANY INC,1,240000,0,0,1
SHIVE-HATTERY INC,SHIVE-HATTERY INC,2,239929,0,0,1
RESEARCH BASED EDUCATION CORPORATION,RESEARCH BASED EDUCATION CORPORATION,2,239926,0,0,1
"COSMICH SIMMONS & BROWN\, PLLC","COSMICH SIMMONS & BROWN\, PLLC",1,239865,1,0,1
EAGLE SOUTH MOUNTAIN,EAGLE SOUTH MOUNTAIN,1,239538,0,0,1
WILSON & CO,WILSON & CO,2,239472,2,0,1
ADMINISTRATION OF RESOURCES AND CHOICES,ADMINISTRATION OF RESOURCES AND CHOICES,2,239248,0,0,1
DREAM CHASERS FAMILY SERV,DREAM CHASERS FAMILY SERV,2,238730,0,0,1
"COMMUNITY BRIDGES, INC.","COMMUNITY BRIDGES, INC.",2,238616,0,0,1
VANTAGE COMMERCIAL PROPERTIES INC,VANTAGE COMMERCIAL PROPERTIES INC,2,238235,0,0,1
RF TECHNOLOGIES,RF TECHNOLOGIES,2,237424,1,0,1
ARIZONA BRUSH MANAGEMENT LLC,ARIZONA BRUSH MANAGEMENT LLC,2,236510,2,0,1
AMAZON VALLEY ENGINEERING LLC,AMAZON VALLEY ENGINEERING LLC,1,235750,1,0,1
EDUCATIONAL IMPACT INC,EDUCATIONAL IMPACT INC,2,235323,0,0,1
THE RIVER AT EASTLINE VILLAGE LLC,THE RIVER AT EASTLINE VILLAGE LLC,1,235217,0,0,0
SCIENTIFIC LEARNING CORPORATION,SCIENTIFIC LEARNING CORPORATION,2,235097,1,0,1
MONTEZUMA CREEK COMMUNITY,MONTEZUMA CREEK COMMUNITY,2,234848,0,0,1
QUAIL RUN BEHAVIORAL HLTH,QUAIL RUN BEHAVIORAL HLTH,2,234710,1,0,1
STEPPING STONES ACADEMY,STEPPING STONES ACADEMY,2,234530,0,0,1
NORTH STAR INDEPENDENT LIVING SERVICES LLC,NORTH STAR INDEPENDENT LIVING SERVICES LLC,2,234050,0,0,1
WESTERN BRUSH SHREDDING LLC,WESTERN BRUSH SHREDDING LLC,2,233580,2,0,1
VICTORY COMMUNITY CHURCH,VICTORY COMMUNITY CHURCH,2,233264,0,0,1
SHAMROCK RECOVERY SERVICE,SHAMROCK RECOVERY SERVICE,2,233149,0,0,1
BMH KIDNEY CARE,BMH KIDNEY CARE,2,233006,0,0,1
"ALDRIDGE PITE, LLP","ALDRIDGE PITE, LLP",1,232895,1,0,1
CAMBRIDGE ACADEMY EAST,CAMBRIDGE ACADEMY EAST,2,232454,0,0,1
EDGENUITY INC.,EDGENUITY INC.,2,232258,1,0,1
"ALCHEMY3, LLC","ALCHEMY3, LLC",2,232164,1,0,1
PACIFIC OFFICE AUTOMATION,PACIFIC OFFICE AUTOMATION,1,232124,0,0,1
WILLIS LIMITED,WILLIS LIMITED,1,232000,1,0,1
DAVID STILCHEN AND DAVID M MORRISON PC HIS ATTORNEY,DAVID STILCHEN AND DAVID M MORRISON PC HIS ATTORNEY,1,232000,1,0,0
ARIZONA AUTISM CHARTER SCHOOLS INC,ARIZONA AUTISM CHARTER SCHOOLS INC,2,231856,0,0,1
"IT1 SOURCE, LLC","IT1 SOURCE, LLC",2,231761,0,0,1
VIEWPOINT HEALTHCARE INC,VIEWPOINT HEALTHCARE INC,2,231250,2,0,1
TUBA CITY UNIFIED SCHOOL DISTRICT,TUBA CITY UNIFIED SCHOOL DISTRICT,2,230850,0,0,1
AZ LAND RESTORATION LLC,AZ LAND RESTORATION LLC,2,230769,2,0,0
TRICO ELECTRIC COOPERATIVE INC,TRICO ELECTRIC COOPERATIVE INC,1,230601,1,0,1
MARRIOTT HOTEL SERVICES LLC,MARRIOTT HOTEL SERVICES LLC,1,230521,0,0,1
PATHFINDER CHARTER SCHOOL FOUNDATION,PATHFINDER CHARTER SCHOOL FOUNDATION,1,230379,0,0,1
QUALITY TESTING LLC,QUALITY TESTING LLC,2,230208,2,0,1
OJM CORRECTIONAL HEALTHCARE CONSULTANTS LLC,OJM CORRECTIONAL HEALTHCARE CONSULTANTS LLC,2,230000,2,0,1
TRUE PURSUIT,TRUE PURSUIT,1,229100,0,0,1
SODEX INC,SODEX INC,1,228903,0,0,1
THURMAN GENE,THURMAN GENE,2,228845,0,0,1
GREAT EXPECTATIONS ACADEMY INC,GREAT EXPECTATIONS ACADEMY INC,2,228650,0,0,1
PCARD VENDOR ADA,PCARD VENDOR ADA,2,228608,2,0,1
AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,2,228580,2,0,1
HEALTH MANAGEMENT ASSOCIATES INC,HEALTH MANAGEMENT ASSOCIATES INC,2,228489,2,0,1
LEARNING ENRICHMENT AFTER-SCHOOL PROGRAM,LEARNING ENRICHMENT AFTER-SCHOOL PROGRAM,2,228455,0,0,1
ASSOCIATION OF ARIZONA FOOD BANKS,ASSOCIATION OF ARIZONA FOOD BANKS,2,228374,0,0,0
ABRAHAM LINCOLN PREPARATORY SCHOOL,ABRAHAM LINCOLN PREPARATORY SCHOOL,2,228211,0,0,0
FIDELITY NATIONAL TITLE INSURANCE CO,FIDELITY NATIONAL TITLE INSURANCE CO,1,228206,1,0,1
A KIDDIES KINGDOM,A KIDDIES KINGDOM,1,228104,0,0,1
ARIZONA COMMUNITY TREE COUNCIL,ARIZONA COMMUNITY TREE COUNCIL,2,227853,0,0,1
BEAVER DAM LITTLEFIELD FIRE DISTRICT,BEAVER DAM LITTLEFIELD FIRE DISTRICT,2,227649,0,0,1
ANTELOPE POINT HOLDINGS LLC,ANTELOPE POINT HOLDINGS LLC,2,227324,0,0,1
HONORING HIRING HELPING OUR HEROES OF PINAL COUNTY INC,HONORING HIRING HELPING OUR HEROES OF PINAL COUNTY INC,2,227313,0,0,1
VALLE DEL SOL - 3807,VALLE DEL SOL - 3807,2,227244,0,0,1
"WIN OIL COMPANY, INC.","WIN OIL COMPANY, INC.",2,227208,0,0,1
MACHINERY EXCHANGE CORPORATION,MACHINERY EXCHANGE CORPORATION,2,227027,2,0,1
MAGELLAN HEALTH SERVICES,MAGELLAN HEALTH SERVICES,2,226823,0,0,1
DEMCO INC,DEMCO INC,1,226166,0,0,1
CORNERSTONE TO LIFE LLC,CORNERSTONE TO LIFE LLC,2,226017,0,0,1
WEBER WATER RESOURCES LLC,WEBER WATER RESOURCES LLC,2,225978,1,0,1
MAYER UNIFIED SCHOOL DISTRICT 43,MAYER UNIFIED SCHOOL DISTRICT 43,2,225675,0,0,1
MONROE CONCRETE COATING & REMODELING,MONROE CONCRETE COATING & REMODELING,1,225667,0,0,0
THE AKANI CENTER (TAC),THE AKANI CENTER (TAC),2,225544,0,0,1
LIFE CARE PREMIER SERVICE,LIFE CARE PREMIER SERVICE,2,225397,0,0,1
NORTHLAND CARES,NORTHLAND CARES,2,225193,0,0,1
THE GIESZL FIRM FOR BENEFIT OF,THE GIESZL FIRM FOR BENEFIT OF,1,225000,1,0,1
THE ALL AMERICAN REJECTS CORPORATION OTOURING,THE ALL AMERICAN REJECTS CORPORATION OTOURING,1,225000,1,0,1
SKULL VALLEY SCHOOL DISTRICT 15,SKULL VALLEY SCHOOL DISTRICT 15,1,225000,0,0,1
DEBORAH DUBREE AND HER ATTORNEY,DEBORAH DUBREE AND HER ATTORNEY,1,225000,1,0,1
AIKEN SCHENK IN TRUST FOR MARY SCHAEFER,AIKEN SCHENK IN TRUST FOR MARY SCHAEFER,1,225000,1,0,1
WALTER INVESTMENT MANAGEMENT CORP.,WALTER INVESTMENT MANAGEMENT CORP.,1,225000,1,0,1
BENSON HOSPITAL CORP,BENSON HOSPITAL CORP,2,224863,0,0,1
MESA PREPARATORY ACADEMY,MESA PREPARATORY ACADEMY,2,224598,0,0,1
SOUTHERN NEVADA WATER AUTHORITY,SOUTHERN NEVADA WATER AUTHORITY,1,224555,0,0,0
"SOCIAL SOLUTIONS GLOBAL\, INC.","SOCIAL SOLUTIONS GLOBAL\, INC.",1,224280,1,0,1
MINDFULNESS FIRST,MINDFULNESS FIRST,1,224225,1,0,1
CHRIST THE KING ROMAN CATHOLIC PARISH MESA,CHRIST THE KING ROMAN CATHOLIC PARISH MESA,1,224187,0,0,1
CONCORDIA CHARTER SCHOOL,CONCORDIA CHARTER SCHOOL,2,224130,0,0,1
AMERICAN ASSOCIATION OF STATE HIGHWAY & TRANSPORT,AMERICAN ASSOCIATION OF STATE HIGHWAY & TRANSPORT,2,224125,2,0,1
MOBILE COMMUNICATIONS AMERICA,MOBILE COMMUNICATIONS AMERICA,2,223782,2,0,1
"COPPER BASIN RAILWAY, INC","COPPER BASIN RAILWAY, INC",1,223739,0,0,0
"7-ELEVEN\, INC.","7-ELEVEN\, INC.",2,223708,0,0,1
SORENSON FORENSICS LLC,SORENSON FORENSICS LLC,1,223590,1,0,0
THREE POINTS CLINIC,THREE POINTS CLINIC,2,223291,0,0,1
CLEAR TITLE AGENCY OF ARIZONA,CLEAR TITLE AGENCY OF ARIZONA,1,222819,0,0,0
IRON MOUNTAIN INC,IRON MOUNTAIN INC,2,222755,0,0,1
HEBER-OVERGAARD UNIFIED SCHOOL DIST 6,HEBER-OVERGAARD UNIFIED SCHOOL DIST 6,2,222561,0,0,1
GAMING LABORATORIES INTERNATIONAL LLC,GAMING LABORATORIES INTERNATIONAL LLC,2,222418,1,0,0
TRAVELCENTERS OF AMERICA LLC,TRAVELCENTERS OF AMERICA LLC,1,222332,0,0,1
EMCOR SERVICES ARIZONA,EMCOR SERVICES ARIZONA,2,222197,2,0,1
AKIMEL OOTHAM PEE POSH,AKIMEL OOTHAM PEE POSH,1,222117,0,0,1
DESERT TRAILER SYSTEMS INC,DESERT TRAILER SYSTEMS INC,1,222057,1,0,1
OWENS HARKEY STRATEGIC COMMUNICATIONS LLC,OWENS HARKEY STRATEGIC COMMUNICATIONS LLC,1,221457,1,0,1
DISTRICT MEDICAL GROUP,DISTRICT MEDICAL GROUP,2,220675,1,0,2
TERROS INC,TERROS INC,2,220360,0,0,1
GOLDEN VALLEY FIRE DEPARTMENT,GOLDEN VALLEY FIRE DEPARTMENT,2,220164,0,0,1
SAN SIMON UNIFIED SCHOOL DISTRICT 18,SAN SIMON UNIFIED SCHOOL DISTRICT 18,2,220000,0,0,0
COUNTY OF SANTA CRUZ,COUNTY OF SANTA CRUZ,2,220000,0,0,0
ANTELOPE UNION HIGH SCHOOL DISTRICT 50,ANTELOPE UNION HIGH SCHOOL DISTRICT 50,1,220000,0,0,0
BICENTENNIAL SCHOOL DISTRICT,BICENTENNIAL SCHOOL DISTRICT,2,220000,0,0,0
"LITTLETON ELEMENTARY SCHOOL DISTRICT #65","LITTLETON ELEMENTARY SCHOOL DISTRICT #65",1,220000,0,0,0
PARKER UNIFIED SCHOOL DISTRICT,PARKER UNIFIED SCHOOL DISTRICT,1,220000,0,0,0
POWER HOUSE YOUTH FACILITY,POWER HOUSE YOUTH FACILITY,2,219800,0,0,1
COUNTY OF YAVAPAI CAMP VERDE SCHOOL DISTRICT 28,COUNTY OF YAVAPAI CAMP VERDE SCHOOL DISTRICT 28,2,219645,0,0,0
PROJECT BREAKTHROUGH WELL,PROJECT BREAKTHROUGH WELL,2,219597,0,0,1
Q MOUNTAIN MOBILE HOME PARK,Q MOUNTAIN MOBILE HOME PARK,2,218869,0,0,0
CUNINGHAM GROUP ARCHITECTURE INC,CUNINGHAM GROUP ARCHITECTURE INC,2,218627,2,0,1
FORT MOJAVE MESA FIRE DEPARTMENT,FORT MOJAVE MESA FIRE DEPARTMENT,1,218587,0,0,1
MONARCH LATHES LP,MONARCH LATHES LP,1,218526,1,0,1
SEGAL CO,SEGAL CO,2,218459,1,0,1
"PATAGONIA UNION HIGH SCHOOL DIST. #20","PATAGONIA UNION HIGH SCHOOL DIST. #20",2,217967,0,0,0
RING POWER CORPORATION,RING POWER CORPORATION,1,217700,1,0,1
ARIZONA-SONORA DESERT MUSEUM,ARIZONA-SONORA DESERT MUSEUM,1,217500,0,0,1
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,1,217318,1,0,0
ECOPLAN ASSOCIATES INC,ECOPLAN ASSOCIATES INC,2,217109,0,0,1
BLACK DIAMOND BLADE CO INC,BLACK DIAMOND BLADE CO INC,1,216828,1,0,1
BIOMERIEUX VITEK INC,BIOMERIEUX VITEK INC,1,216625,1,0,1
TRIUMPH GROUP OPERATIONS INC,TRIUMPH GROUP OPERATIONS INC,1,216274,1,0,1
NTT AMERICA INC.,NTT AMERICA INC.,2,216099,0,0,1
ASCEND BEHAVIORAL HEALTH,ASCEND BEHAVIORAL HEALTH,2,215574,0,0,1
EMILY VAN HORN AND JENNINGS,EMILY VAN HORN AND JENNINGS,1,215000,1,0,1
HOLOGIC INCORPORATED,HOLOGIC INCORPORATED,1,215000,1,0,1
FIRE SECURITY ELECTRONICS & COMMUNICATIONS INC,FIRE SECURITY ELECTRONICS & COMMUNICATIONS INC,1,214647,0,0,1
Q-FREE AMERICA INC,Q-FREE AMERICA INC,1,214500,1,0,1
GROSSMAN & GROSSMAN LTD,GROSSMAN & GROSSMAN LTD,2,214297,2,0,1
CONCO CONCRETE SPECIALISTS LLC,CONCO CONCRETE SPECIALISTS LLC,1,214285,0,0,1
RAPID TEST LABORATORIES L,RAPID TEST LABORATORIES L,2,213824,0,0,1
"SKULL VALLEY ELEMENTARY SCHOOL DISTRICT # 15","SKULL VALLEY ELEMENTARY SCHOOL DISTRICT # 15",2,213552,0,0,1
CORDES LAKES WATER COMPANY INCORPORATED,CORDES LAKES WATER COMPANY INCORPORATED,1,212943,0,0,0
HUALAPAI HLTH DEPARTMENT,HUALAPAI HLTH DEPARTMENT,2,212848,0,0,0
ARIZONA ALTERNATIVE SUPPO,ARIZONA ALTERNATIVE SUPPO,2,212717,0,0,1
"MENTIS TECHNOLOGY, INC","MENTIS TECHNOLOGY, INC",1,212568,1,0,1
SAMUEL GOMEZ AND WARNOCK MACKINLAY LAW PLLC,SAMUEL GOMEZ AND WARNOCK MACKINLAY LAW PLLC,1,212500,1,0,1
"BOBS BARRICADES, INC","BOBS BARRICADES, INC",2,212358,0,0,1
CENTRAL CHRISTIAN CHURCH,CENTRAL CHRISTIAN CHURCH,1,211779,1,0,0
TIGER CARE LLC,TIGER CARE LLC,1,211472,0,0,1
ARIZONA EASTERN RAILWAY COMPANY,ARIZONA EASTERN RAILWAY COMPANY,1,211456,1,0,1
ARCHWAY CLASSICAL ACADEMY GLENDALE,ARCHWAY CLASSICAL ACADEMY GLENDALE,2,211225,0,0,1
"ACCELERATED LEARNING CENTER, INC.","ACCELERATED LEARNING CENTER, INC.",1,211185,0,0,1
VITAL HEALTH AND WELLNESS,VITAL HEALTH AND WELLNESS,2,210701,0,0,1
IMAGE TREND LLC,IMAGE TREND LLC,2,210589,2,0,1
"JEWISH FAMILY AND CHILDRENS SERVICES OF SOUTHERN ARIZONA, LL","JEWISH FAMILY AND CHILDRENS SERVICES OF SOUTHERN ARIZONA, LL",1,210469,0,0,0
SONORAN INSTITUTE,SONORAN INSTITUTE,1,210372,0,0,1
RECOVERY HEALTH PARTNERS LLC,RECOVERY HEALTH PARTNERS LLC,1,210202,1,0,1
EARTHCARE CONSULTANTS LLC,EARTHCARE CONSULTANTS LLC,1,210144,1,0,1
EAST GONE WEST LLC,EAST GONE WEST LLC,1,210000,1,0,1
EATON SALES AND SERVICE LLC,EATON SALES AND SERVICE LLC,1,209808,1,0,0
AVERTEST LLC,AVERTEST LLC,2,209793,0,0,1
